,slice feature,slice value,train size,test size,attack type,Attacker advantage,Positive predictive value,AUC,Epsilon lower bound_1,Epsilon lower bound_2,Epsilon lower bound_3,Epsilon lower bound_4,Epsilon lower bound_5
0,Entire dataset,,60000,1000,THRESHOLD_ATTACK,0.22694999999999999,0.9879270602734098,0.625995675,6.592219286372629,6.562358134564173,6.53157841159802,6.4998218465732185,6.491510171073815
1,Entire dataset,,60000,1000,LOGISTIC_REGRESSION,0.47883333333333333,0.9974954462659381,0.7985500166666668,6.398017766103618,6.361644210262541,6.323898913152337,6.2846744529268275,6.243850286994112
2,Entire dataset,,60000,1000,THRESHOLD_ENTROPY_ATTACK,0.22801666666666665,0.98844027475289,0.6320285333333333,6.332296683108241,6.323898913152337,6.303113047322206,6.2846744529268275,6.273053105483618
3,class,0,5923,100,THRESHOLD_ATTACK,0.17754516292419376,0.9864669794298088,0.5919930778321797,4.8590085624770465,4.702354685167903,4.679360704932288,4.545824807060847,4.461075098403756
4,class,0,5923,100,LOGISTIC_REGRESSION,0.6741414823569137,1.0,0.894965389160898,3.847203737335284,3.45001853704024,3.414697200672317,3.3606400431506467,3.279118166545489
5,class,0,5923,100,THRESHOLD_ENTROPY_ATTACK,0.20464798244133042,0.9871460506706409,0.6037590747931791,4.8590085624770465,4.702354685167903,4.679360704932288,4.545824807060847,4.461075098403756
6,class,1,6742,100,THRESHOLD_ATTACK,0.33887867101750224,0.9856093979441997,0.3070676357164046,2.001238063839019,1.5359635892014092,0.9831712182989938,0.7263915928445477,0.7095617182275267
7,class,1,6742,100,LOGISTIC_REGRESSION,0.8841679026994957,0.9991454817346721,0.9461242954612874,3.949244693398804,3.8176073441173526,3.793629713478055,3.7820803470359,3.781458861673302
8,class,1,6742,100,THRESHOLD_ENTROPY_ATTACK,0.331797686146544,0.9856093979441997,0.29662118065855825,2.001238063839019,1.5359635892014092,0.9831712182989938,0.860146666274213,0.8593175163693434
9,class,2,5958,100,THRESHOLD_ATTACK,0.38403826787512585,0.9907389542735867,0.6940181268882175,5.840958641402792,5.776490273769949,5.707591234451985,5.63360933862425,5.608222482092695
10,class,2,5958,100,LOGISTIC_REGRESSION,0.8054615642833165,1.0,0.9485532057737496,5.7206819715542245,5.666026429689933,5.608222482092695,5.546886600746018,5.481560892168701
11,class,2,5958,100,THRESHOLD_ENTROPY_ATTACK,0.3845417925478348,0.9907443116081759,0.6987361530715005,5.840958641402792,5.776490273769949,5.707591234451985,5.63360933862425,5.608222482092695
12,class,3,6131,100,THRESHOLD_ATTACK,0.0624237481650628,0.984998295260825,0.5250187571358669,1.0835039665942718,1.0037218635893652,0.9853622212898512,0.9591993826803055,0.9474535565463762
13,class,3,6131,100,LOGISTIC_REGRESSION,0.7317599086609037,0.9989304812834224,0.9197096721578861,6.785768842476416,6.760444389340077,6.734462236523909,6.707787326544921,6.680381723434979
14,class,3,6131,100,THRESHOLD_ENTROPY_ATTACK,0.06414451149893985,0.9850853548966756,0.5262436796607405,1.0835039665942718,1.0037218635893652,0.9853622212898512,0.9591993826803055,0.9165773079858478
15,class,4,5842,100,THRESHOLD_ATTACK,0.5440431359123588,0.9934489402697495,0.7892648065730914,5.247416409843806,5.1303069556981065,4.9977907970593485,4.943855352984703,4.845239411630796
16,class,4,5842,100,LOGISTIC_REGRESSION,0.6945395412529956,1.0,0.8739335843889079,6.139584432573345,6.093074778844291,6.044299724021281,5.993027615929416,5.93898941024069
17,class,4,5842,100,THRESHOLD_ENTROPY_ATTACK,0.5656727148236905,0.994499898146262,0.8135047928791509,5.247416409843806,5.1303069556981065,4.9977907970593485,4.943855352984703,4.845239411630796
18,class,5,5421,100,THRESHOLD_ATTACK,0.3159490868843387,0.9899429192715412,0.6820088544548977,4.613799516227274,4.590802701407878,4.457269536746814,4.372517022867217,4.319437995840132
19,class,5,5421,100,LOGISTIC_REGRESSION,0.670134661501568,0.9964912280701753,0.863525179856115,6.192617503565194,6.1517968753240435,6.109240951588059,6.064795819184073,6.018286161674003
20,class,5,5421,100,THRESHOLD_ENTROPY_ATTACK,0.318812027301236,0.9908957415565345,0.6905764619073973,4.457269536746814,4.372517022867217,4.319437995840132,4.27238360253223,4.213567997005606
21,class,6,5918,100,THRESHOLD_ATTACK,0.26199053734369715,0.9888185654008439,0.6482553227441703,5.063751992229243,4.956779612908209,4.837151048438622,4.701510231264526,4.673402015643134
22,class,6,5918,100,LOGISTIC_REGRESSION,0.8401047651233524,0.9992645256190243,0.9532815140250085,6.699104831437305,6.672429920885087,6.645024317171052,6.626630663872771,6.616846881988719
23,class,6,5918,100,THRESHOLD_ENTROPY_ATTACK,0.25887124028387964,0.9889892094252367,0.6481902669820885,5.063751992229243,4.956779612908209,4.837151048438622,4.701510231264526,4.673402015643134
24,class,7,6265,100,THRESHOLD_ATTACK,0.14446129289704712,0.9855217174238643,0.4411396648044693,1.9278623159915582,1.6377241487318417,1.6333433335593688,1.552916768949975,1.478501546281829
25,class,7,6265,100,LOGISTIC_REGRESSION,0.4892657621707901,1.0,0.8118723064644854,3.0639620440790134,3.0064508375241648,2.9913558997354404,2.9521196781313037,2.929930224853721
26,class,7,6265,100,THRESHOLD_ENTROPY_ATTACK,0.20156424581005583,0.9855241264559069,0.4190183559457303,1.9278623159915582,1.6377241487318417,1.552916768949975,1.478501546281829,1.475588096190184
27,class,8,5851,100,THRESHOLD_ATTACK,0.4952315843445565,0.9925824712082765,0.7696607417535464,5.8834094760956175,5.8506525121959365,5.822837357752339,5.803677209215266,5.758368988503229
28,class,8,5851,100,LOGISTIC_REGRESSION,0.741632199623996,1.0,0.8969902580755427,6.525820387436454,6.50215714458349,6.484076251163017,6.477920810497693,6.453082958225786
29,class,8,5851,100,THRESHOLD_ENTROPY_ATTACK,0.520878482310716,0.9932952080457503,0.7818595111946677,5.8834094760956175,5.822837357752339,5.803677209215266,5.758368988503229,5.754392833112871
30,class,9,5949,100,THRESHOLD_ATTACK,0.41105059673894767,0.9937007874015747,0.7531459068751052,5.46544832295683,5.370463677893408,5.265565375300367,5.165698197294727,5.148455925989888
31,class,9,5949,100,LOGISTIC_REGRESSION,0.7707413010590015,1.0,0.943767019667171,5.46544832295683,5.370463677893408,5.265565375300367,5.235746439943594,5.187672667590025
32,class,9,5949,100,THRESHOLD_ENTROPY_ATTACK,0.41180870734577246,0.9952941176470589,0.7692233988905699,5.370463677893408,5.265565375300367,5.148455925989888,5.068976136795372,5.01593977337305
33,correctly_classified,True,59904,895,THRESHOLD_ATTACK,0.1514040901196103,0.9879270602734099,0.583080106942057,2.5137795602641466,2.4791906333256084,2.4706656407980243,2.454614078661062,2.44730922665435
34,correctly_classified,True,59904,895,LOGISTIC_REGRESSION,0.46007955372916964,0.9974064468321601,0.7838499700078785,2.812285842736745,2.8094920552519707,2.8067060700295157,2.805962408072547,2.8046619922609346
35,correctly_classified,True,59904,895,THRESHOLD_ENTROPY_ATTACK,0.1523567503163349,0.9884402747528899,0.5898332303753044,2.384328323495569,2.361960710147498,2.340084435917391,2.318678305638544,2.2977224706335657
