,slice feature,slice value,train size,test size,attack type,Attacker advantage,Positive predictive value,AUC,Epsilon lower bound_1,Epsilon lower bound_2,Epsilon lower bound_3,Epsilon lower bound_4,Epsilon lower bound_5
25,class,7,6265,600,LOGISTIC_REGRESSION,1.0,1.0,1.0,7.713035439767952,7.712199625808226,7.7105258992146455,7.708849366569498,7.707170018448148
26,class,7,6265,600,THRESHOLD_ENTROPY_ATTACK,0.5449999999999999,0.9582441113490365,0.6615279329608938,7.105464180931377,7.1023917026217065,7.099309755159917,6.822634489122988,6.457571586858418
27,class,8,5851,600,THRESHOLD_ATTACK,0.44166666666666665,0.9458454574846428,0.6860325870221614,6.826132487229156,6.822336998433135,6.543132908222888,6.177830381537967,5.92974249192076
28,class,8,5851,600,LOGISTIC_REGRESSION,1.0,1.0,1.0,7.6446731378946176,7.643837323932605,7.642163597334438,7.6404870646846925,7.638807716558725
29,class,8,5851,600,THRESHOLD_ENTROPY_ATTACK,0.44166666666666665,0.9458454574846428,0.6785347234091039,6.826132487229156,6.822336998433135,6.818527049167596,6.814702528826124,6.810863325528416
30,class,9,5949,600,THRESHOLD_ATTACK,0.71,0.9715825575698187,0.8049481705608785,7.318924645439569,7.036267785712109,6.671449230465628,6.423731994298266,6.234164602341766
31,class,9,5949,600,LOGISTIC_REGRESSION,1.0,1.0,1.0,7.661282767006779,7.660446953045339,7.658773226448315,7.657096693799715,7.655417345674899
32,class,9,5949,600,THRESHOLD_ENTROPY_ATTACK,0.71,0.9715825575698187,0.7940089370762594,7.318924645439569,7.3165687643416195,7.31420731998391,7.311840286029806,7.309467635955207
33,correctly_classified,True,59904,2886,THRESHOLD_ATTACK,0.27287263224763225,0.9540372670807454,0.36379149987172826,3.696371772663569,3.6383794068768407,3.600481012635101,3.5585364397922343,3.5320727922460198
34,correctly_classified,True,59904,2886,LOGISTIC_REGRESSION,1.0,1.0,1.0,9.971415103835623,9.97124174661412,9.970894941986883,9.970548017044482,9.970200971703406
35,correctly_classified,True,59904,2886,THRESHOLD_ENTROPY_ATTACK,0.3354434663028413,0.9540372670807454,0.33259876694371887,3.877362343425226,3.877312112559792,3.877261879171092,3.877211643258873,3.8771614048228797
36,correctly_classified,False,96,3114,THRESHOLD_ATTACK,0.9980732177263969,1.0,0.999719010918433,6.572497310328254,6.560035459285518,6.547416384622344,6.5346360693144865,6.521690340427599
37,correctly_classified,False,96,3114,LOGISTIC_REGRESSION,1.0,1.0,1.0,7.00957469525605,7.004268434718532,6.993570697617879,6.982757290844061,6.971825685895864
38,correctly_classified,False,96,3114,THRESHOLD_ENTROPY_ATTACK,0.9980732177263969,1.0,0.9997223560265468,6.572497310328254,6.560035459285518,6.547416384622344,6.5346360693144865,6.521690340427599
