,slice feature,slice value,train size,test size,attack type,Attacker advantage,Positive predictive value,AUC,Epsilon lower bound_1,Epsilon lower bound_2,Epsilon lower bound_3,Epsilon lower bound_4,Epsilon lower bound_5
0,Entire dataset,,60000,6000,THRESHOLD_ATTACK,0.4995333333333334,0.9523446677461345,0.6816660819444444,9.278201809567735,9.277867748852373,9.277533576503165,9.277199292445479,9.276864896604602
1,Entire dataset,,60000,6000,LOGISTIC_REGRESSION,1.0,1.0,1.0,9.973106352480855,9.973022994386058,9.972856257347853,9.972689492503774,9.972522699844545
2,Entire dataset,,60000,6000,THRESHOLD_ENTROPY_ATTACK,0.4995333333333334,0.9523446677461345,0.6661692736111111,9.278201809567735,9.277867748852373,9.277533576503165,9.277199292445479,9.276864896604602
3,class,0,5923,600,THRESHOLD_ATTACK,0.06365467949800219,0.9089233604669023,0.4685920704597895,2.878639753287814,2.558402457223704,2.1445622992455773,1.8628333302917282,1.6718372851981567
4,class,0,5923,600,LOGISTIC_REGRESSION,1.0,1.0,1.0,7.656902947809837,7.6560671338482456,7.654393407250924,7.652716874602023,7.651037526476904
5,class,0,5923,600,THRESHOLD_ENTROPY_ATTACK,0.10755135348078115,0.9089233604669023,0.44693511171140754,2.878639753287814,2.6602750186396897,2.558402457223704,2.382462199048158,2.1445622992455773
6,class,1,6742,600,THRESHOLD_ATTACK,0.9725917136359142,0.9976306826595587,0.977083704143182,7.758452237576401,7.475943618130097,7.111334283475085,6.863777373680165,6.6743450339260155
7,class,1,6742,600,LOGISTIC_REGRESSION,1.0,1.0,1.0,7.786409768924151,7.785573954966711,7.783900228377715,7.782223695737166,7.780544347620429
8,class,1,6742,600,THRESHOLD_ENTROPY_ATTACK,0.9725917136359142,0.9976306826595587,0.9757013250271928,7.758452237576401,7.756732455976411,7.755009711638765,7.753283994337818,7.751555293794882
9,class,2,5958,600,THRESHOLD_ATTACK,0.3081654917757637,0.9348713119899561,0.5535925086718139,6.4777432757805125,6.199801098147831,6.194343610604838,5.833944373466382,5.585432972389216
10,class,2,5958,600,LOGISTIC_REGRESSION,1.0,1.0,1.0,7.6627943999134045,7.661958585952014,7.6602848593550945,7.658608326706597,7.656928978581886
11,class,2,5958,600,THRESHOLD_ENTROPY_ATTACK,0.3081654917757637,0.9348713119899561,0.5327422513147588,6.4777432757805125,6.472262979402807,6.466752484530728,6.461211456517338,6.455639555122187
12,class,3,6131,600,THRESHOLD_ATTACK,0.29833333333333334,0.9357448107448108,0.6181253737835046,6.478657900157347,6.195220791737426,5.829301293522998,5.580741951465829,5.390466876412294
13,class,3,6131,600,LOGISTIC_REGRESSION,1.0,1.0,1.0,7.691415862987898,7.690580049027469,7.688906322432469,7.687229789785903,7.685550441663126
14,class,3,6131,600,THRESHOLD_ENTROPY_ATTACK,0.29833333333333334,0.9357448107448108,0.6079323655738597,6.478657900157347,6.473023208294656,6.467356587496837,6.461657673860022,6.455926097223533
15,class,4,5842,600,THRESHOLD_ATTACK,0.44499999999999995,0.9460728744939272,0.6855896953098254,6.832141222915343,6.828374328238126,6.824593190559274,6.549148498321324,6.183855649705698
16,class,4,5842,600,LOGISTIC_REGRESSION,1.0,1.0,1.0,7.643133841305322,7.642298027343257,7.6406243007449826,7.638947768095128,7.637268419969054
17,class,4,5842,600,THRESHOLD_ENTROPY_ATTACK,0.44499999999999995,0.9460728744939272,0.6751731712883715,6.832141222915343,6.828374328238126,6.824593190559274,6.820797701762706,6.816987752496615
18,class,5,5421,600,THRESHOLD_ATTACK,0.76,0.9741239892183288,0.842396544303019,7.294200109548222,7.011583775235749,6.6468228149565025,6.399149879978183,6.209619867186737
19,class,5,5421,600,LOGISTIC_REGRESSION,1.0,1.0,1.0,7.568345292303024,7.56750947833827,7.5658357517346,7.564159219079332,7.562479870947825
20,class,5,5421,600,THRESHOLD_ENTROPY_ATTACK,0.76,0.9741239892183288,0.834609543134723,7.294200109548222,7.291999741985671,7.289794522145938,7.287584428581207,7.285369439701138
21,class,6,5918,600,THRESHOLD_ATTACK,0.5700000000000001,0.9582253886010362,0.7430112932296947,7.093476306952331,6.8106808049729715,6.445666369657661,6.197799018946923,6.008105229816534
22,class,6,5918,600,LOGISTIC_REGRESSION,1.0,1.0,1.0,7.656058471219989,7.655222657258369,7.653548930660989,7.65187239801203,7.650193049886853
23,class,6,5918,600,THRESHOLD_ENTROPY_ATTACK,0.5700000000000001,0.9582253886010362,0.7303376703841388,7.093476306952331,7.0905391911202855,7.087593423280854,7.0846389523104625,7.08167572663108
24,class,7,6265,600,THRESHOLD_ATTACK,0.5033333333333334,0.9545939357001372,0.6596803671189146,7.025669550905162,7.0223414354115,6.7427789281077555,6.377629985341802,6.129659547128185
25,class,7,6265,600,LOGISTIC_REGRESSION,1.0,1.0,1.0,7.713035439767952,7.712199625808226,7.7105258992146455,7.708849366569498,7.707170018448148
26,class,7,6265,600,THRESHOLD_ENTROPY_ATTACK,0.5033333333333334,0.9545939357001372,0.6316356743814844,7.025669550905162,7.0223414354115,7.019002206667819,7.015651790207285,6.7427789281077555
27,class,8,5851,600,THRESHOLD_ATTACK,0.44166666666666665,0.9458454574846428,0.68674257961602,6.826132487229156,6.822336998433135,6.818527049167596,6.543132908222888,6.177830381537967
28,class,8,5851,600,LOGISTIC_REGRESSION,1.0,1.0,1.0,7.6446731378946176,7.643837323932605,7.642163597334438,7.6404870646846925,7.638807716558725
29,class,8,5851,600,THRESHOLD_ENTROPY_ATTACK,0.44166666666666665,0.9458454574846428,0.6793055318179229,6.826132487229156,6.822336998433135,6.818527049167596,6.814702528826124,6.810863325528416
30,class,9,5949,600,THRESHOLD_ATTACK,0.6883333333333334,0.9695241199478488,0.787507144057825,7.287856588260261,7.285426275611032,7.282990042178201,7.00518193478534,6.640338230631777
31,class,9,5949,600,LOGISTIC_REGRESSION,1.0,1.0,1.0,7.661282767006779,7.660446953045339,7.658773226448315,7.657096693799715,7.655417345674899
