,slice feature,slice value,train size,test size,attack type,Attacker advantage,Positive predictive value,AUC,Epsilon lower bound_1,Epsilon lower bound_2,Epsilon lower bound_3,Epsilon lower bound_4,Epsilon lower bound_5
17,class,4,5842,100,THRESHOLD_ENTROPY_ATTACK,0.2473228346456693,0.9876520457058606,0.6225059910989387,4.759469851305757,4.665591546320505,4.660478320675035,4.550818297593615,4.494780113320854
18,class,5,5421,100,THRESHOLD_ATTACK,0.14035786755211221,0.9847972972972973,0.5505958310274857,4.372517022867217,4.094826292464072,4.046889307242082,3.8607452806620963,3.7758603027991837
19,class,5,5421,100,LOGISTIC_REGRESSION,0.6897860173399741,1.0,0.8571776425013835,6.017610125693546,5.980947467943798,5.942891914244583,5.903333632545506,5.86420077935799
20,class,5,5421,100,THRESHOLD_ENTROPY_ATTACK,0.1410957387935805,0.9848101265822785,0.5473076923076924,4.372517022867217,4.094826292464072,4.046889307242082,3.8607452806620963,3.7758603027991837
21,class,6,5918,100,THRESHOLD_ATTACK,0.18858398107468743,0.9869446199199832,0.5991187901318014,4.360094549301478,4.182539993335381,4.134600432921342,3.948452908919045,3.8463592772730073
22,class,6,5918,100,LOGISTIC_REGRESSION,0.7957891179452518,0.9980369061641147,0.9152281176072997,6.616846881988719,6.587852904003193,6.557993672948544,6.527215988349175,6.495461590447754
23,class,6,5918,100,THRESHOLD_ENTROPY_ATTACK,0.188246029063873,0.9872872225813402,0.6007181480229808,4.134600432921342,3.948452908919045,3.8463592772730073,3.8022795424994387,3.714320254660198
24,class,7,6265,100,THRESHOLD_ATTACK,0.16446129289704714,0.9851421188630491,0.42737669592976857,2.8771983923771973,2.3939003493690207,2.333909298891992,2.17718541473527,2.0730708765499544
25,class,7,6265,100,LOGISTIC_REGRESSION,0.6322984836392658,0.9976295292922451,0.8696456504389465,5.757832341503145,5.683850451271012,5.60397850557098,5.588795131527724,5.543338914577816
26,class,7,6265,100,THRESHOLD_ENTROPY_ATTACK,0.2507661612130886,0.9851445180041983,0.39172865123703104,2.8771983923771973,2.3939003493690207,2.333909298891992,2.17718541473527,2.0730708765499544
